"time","Porto Velho","Vilhena","Ariquemes","Cacoal"
"Apr 14, 2012",19.109,20.373,18.998,21.31
"Apr 22, 2012",22.614,20.441,21.913,22.267
"Apr 30, 2012",21.984,20.118,20.814,21.12
"May 8, 2012",21.39,19.419,20.28,20.633
"May 16, 2012",21.64,19.253,,
"May 24, 2012",21.995,20.622,21.314,21.402
"Jun 1, 2012",20.676,20.963,20.859,21.364
"Jun 9, 2012",21.259,19.485,21.139,20.267
"Jun 17, 2012",22.717,20.725,22.131,21.319
"Jun 25, 2012",21.694,19.394,21.034,20.438
"Jul 3, 2012",20.23,17.959,19.18,18.626
"Jul 11, 2012",20.601,18.326,19.939,19.081
"Jul 19, 2012",19.553,18.725,19.08,18.809
"Jul 27, 2012",22.107,19.086,21.239,20.085
"Aug 4, 2012",20.992,19.008,20.493,19.493
"Aug 12, 2012",21.789,19.838,21.749,20.912
"Aug 20, 2012",22.71,19.547,22.248,20.675
"Aug 28, 2012",21.581,18.809,21.425,19.968
"Sep 5, 2012",23.531,21.297,23.31,22.287
"Sep 13, 2012",23.786,21.788,23.854,23.227
"Sep 21, 2012",22.501,17.248,22.989,19.141
"Sep 29, 2012",22.536,20.78,20.808,22.264
"Oct 7, 2012",22.004,21.34,21.967,22.685
"Oct 15, 2012",22.333,21.773,21.698,21.798
"Oct 23, 2012",23.39,22.178,22.819,22.61
"Oct 31, 2012",22.624,22.115,,22.926
"Nov 8, 2012",22.335,20.605,22.567,
"Nov 16, 2012",,,,
"Nov 24, 2012",22.614,20.415,21.002,21.74
"Dec 2, 2012",20.605,16.196,,20.018
"Dec 10, 2012",,,,
"Dec 18, 2012",21.666,18.291,,
"Dec 26, 2012",,17.968,,
"Jan 1, 2013",23.29,20.339,17.238,
"Jan 9, 2013",,,,
"Jan 17, 2013",,19.164,,
"Jan 25, 2013",22.992,,23.065,
"Feb 2, 2013",,,,
"Feb 10, 2013",22.438,20.099,21.021,
"Feb 18, 2013",22.753,18.819,,
"Feb 26, 2013",24.627,17.528,,
"Mar 6, 2013",21.165,21.231,22.183,22.341
"Mar 14, 2013",,,,
"Mar 22, 2013",22.545,17.887,17.197,
"Mar 30, 2013",,,,
"Apr 7, 2013",25.01,,,
"Apr 15, 2013",21.817,18.989,21.839,20.436
"Apr 23, 2013",21.508,19.79,21.624,21.328
"May 1, 2013",22.603,21.794,22.476,22.008
"May 9, 2013",21.785,20.179,22.08,21.146
"May 17, 2013",21.27,20.528,21.101,20.246
"May 25, 2013",21.056,20.478,21.122,21.342
"Jun 2, 2013",22.117,19.972,21.824,20.99
"Jun 10, 2013",22.034,19.96,21.835,20.973
"Jun 18, 2013",21.629,20.836,21.162,21.214
"Jun 26, 2013",22.421,20.606,22.418,21.314
"Jul 4, 2013",22.164,19.86,21.849,20.8
"Jul 12, 2013",22.112,19.633,21.255,20.344
"Jul 20, 2013",18.393,16.651,17.825,17.776
"Jul 28, 2013",22.045,19.583,21.364,20.323
"Aug 5, 2013",22.047,18.204,20.199,19.047
"Aug 13, 2013",19.911,17.657,19.927,18.926
"Aug 21, 2013",20.365,18.115,21.856,19.829
"Aug 29, 2013",20.425,19.238,20.112,20.423
"Sep 6, 2013",21.889,19.724,20.297,21.066
"Sep 14, 2013",22.833,21.233,22.66,22.147
"Sep 22, 2013",22.757,20.348,23.236,21.885
"Sep 30, 2013",22.965,19.878,21.924,21.392
"Oct 8, 2013",22.004,21.101,,19.819
"Oct 16, 2013",22.586,21.244,,
"Oct 24, 2013",22.989,19.479,22.931,22.354
"Nov 1, 2013",21.422,20.589,15.294,14.502
"Nov 9, 2013",22.877,19.888,,20.453
"Nov 17, 2013",22.231,19.045,,
"Nov 25, 2013",18.848,,,
"Dec 3, 2013",22.431,20.58,22.558,22.746
"Dec 11, 2013",,,,
"Dec 19, 2013",22.173,18.835,22.084,20.887
"Dec 27, 2013",21.41,19.394,,
"Jan 1, 2014",21.101,18.933,,
"Jan 9, 2014",,17.45,,
"Jan 17, 2014",,,,
"Jan 25, 2014",21.766,17.967,21.245,
"Feb 2, 2014",22.63,,,19.75
"Feb 10, 2014",,,,
"Feb 18, 2014",,,,
"Feb 26, 2014",24.874,20.491,,22.399
"Mar 6, 2014",21.735,20.235,,
"Mar 14, 2014",23.87,20.323,,21.594
"Mar 22, 2014",21.468,,22.901,
"Mar 30, 2014",22.87,20.31,21.54,22.214
"Apr 7, 2014",22.315,21.028,20.791,
"Apr 15, 2014",22.102,20.683,21.947,21.551
"Apr 23, 2014",22.379,20.896,21.859,21.653
"May 1, 2014",22.895,21.528,22.776,22.671
"May 9, 2014",22.143,20.521,,21.4
"May 17, 2014",21.599,20.48,,20.27
"May 25, 2014",21.204,19.854,21.263,20.962
"Jun 2, 2014",23.426,21.781,22.617,22.737
"Jun 10, 2014",21.916,19.864,21.311,20.906
"Jun 18, 2014",21.398,19.565,20.874,20.374
"Jun 26, 2014",20.555,18.553,20.612,20.167
"Jul 4, 2014",21.255,19.136,20.672,19.738
"Jul 12, 2014",21.814,19.342,21.115,20.434
"Jul 20, 2014",20.509,19.354,20.259,20.161
"Jul 28, 2014",22.031,19.777,21.503,20.667
"Aug 5, 2014",22.179,20.131,21.726,20.743
"Aug 13, 2014",21.984,18.946,20.328,19.469
"Aug 21, 2014",22.056,19.842,21.154,20.765
"Aug 29, 2014",22.697,21.144,22.744,21.566
"Sep 6, 2014",23.572,21.315,22.661,22.594
"Sep 14, 2014",22.845,21.35,22.677,22.858
"Sep 22, 2014",23.414,21.302,23.059,22.162
"Sep 30, 2014",21.213,21.675,19.781,22.804
"Oct 8, 2014",21.495,21.868,20.878,23.165
"Oct 16, 2014",23.538,22.814,23.902,24.115
"Oct 24, 2014",,,,
"Nov 1, 2014",23.24,22.755,22.608,23.097
"Nov 9, 2014",22.6,,,
"Nov 17, 2014",,19.786,,
"Nov 25, 2014",24.007,22.422,24.451,23.832
"Dec 3, 2014",22.407,20.045,20.17,
"Dec 11, 2014",22.423,20.735,21.747,22.42
"Dec 19, 2014",22.446,20.456,21.038,20.331
"Dec 27, 2014",21.965,20.186,21.066,21.218
"Jan 1, 2015",21.443,18.757,,21.5
"Jan 9, 2015",20.445,,,
"Jan 17, 2015",21.518,19.166,22.012,
"Jan 25, 2015",23.995,21.597,,
"Feb 2, 2015",21.815,22.085,22.387,22.422
"Feb 10, 2015",,,,
"Feb 18, 2015",,,,
"Feb 26, 2015",,20.411,22.036,22.638
"Mar 6, 2015",,,,
"Mar 14, 2015",22.366,18.251,20.666,19.009
"Mar 22, 2015",21.338,19.612,21.389,21.497
"Mar 30, 2015",22.42,,,
"Apr 7, 2015",,19.511,,20.059
"Apr 15, 2015",22.79,20.738,22.724,21.944
"Apr 23, 2015",22.599,21.83,,17.44
"May 1, 2015",21.964,19.769,21.66,20.463
"May 9, 2015",22.154,18.049,22.428,21.775
"May 17, 2015",22.907,21.214,22.402,21.904
"May 25, 2015",21.304,20.602,21.388,20.756
"Jun 2, 2015",22.312,20.761,21.878,21.522
"Jun 10, 2015",22.929,20.44,22.378,21.654
"Jun 18, 2015",21.465,19.415,20.86,20.569
"Jun 26, 2015",21.859,19.68,21.039,20.335
"Jul 4, 2015",21.984,20.322,22.126,21.42
"Jul 12, 2015",22.525,20.143,21.679,21.161
"Jul 20, 2015",21.971,19.298,21.417,20.124
"Jul 28, 2015",22.302,18.683,21.329,19.658
"Aug 5, 2015",23.416,20.661,23.132,22.039
"Aug 13, 2015",22.351,18.442,21.396,19.755
"Aug 21, 2015",23.841,21.122,22.933,22.253
"Aug 29, 2015",22.625,21.761,22.846,22.306
"Sep 6, 2015",23.608,21.784,23.487,22.811
"Sep 14, 2015",23.856,22.508,23.726,23.261
"Sep 22, 2015",23.974,22.517,23.649,23.663
"Sep 30, 2015",24.337,23.41,24.623,24.486
"Oct 8, 2015",21.114,21.246,22.69,22.572
"Oct 16, 2015",24.034,22.945,24.135,24.181
"Oct 24, 2015",23.857,22.211,24.523,23.292
"Nov 1, 2015",21.811,,21.137,
"Nov 9, 2015",23.404,21.545,23.65,23.312
"Nov 17, 2015",24.157,22.253,24.541,23.819
"Nov 25, 2015",23.574,20.168,24.099,
"Dec 3, 2015",23.363,20.755,23.185,
"Dec 11, 2015",23.839,22.011,23.327,23.57
"Dec 19, 2015",21.939,19.121,,19.758
"Dec 27, 2015",22.66,19.707,22.886,
"Jan 1, 2016",23.057,,,
"Jan 9, 2016",20.285,23.328,,24.054
"Jan 17, 2016",23.477,20.989,23.745,23.227
"Jan 25, 2016",23.792,22.61,,22.467
"Feb 2, 2016",21.863,,,
"Feb 10, 2016",23.283,21.552,23.197,23.589
"Feb 18, 2016",,,,
"Feb 26, 2016",23.218,19.696,,
"Mar 5, 2016",23.754,20.643,,
"Mar 13, 2016",,18.981,,
"Mar 21, 2016",23.197,20.739,,
"Mar 29, 2016",23.313,22.313,23.324,23.003
"Apr 6, 2016",23.75,21.428,23.091,22.552
"Apr 14, 2016",24.423,22.721,23.74,22.87
"Apr 22, 2016",20.582,19.785,21.421,22.088
"Apr 30, 2016",21.649,19.637,21.164,20.488
"May 8, 2016",22.516,21.128,22.458,21.499
"May 16, 2016",21.976,20.718,22.435,20.901
"May 24, 2016",21.842,20.56,21.752,20.534
"Jun 1, 2016",22.241,19.893,21.384,21.412
"Jun 9, 2016",20.838,18.613,20.577,19.485
"Jun 17, 2016",21.419,19.478,21.283,20.678
"Jun 25, 2016",21.442,18.277,20.065,19.269
"Jul 3, 2016",21.219,18.481,20.299,18.834
"Jul 11, 2016",22.865,20.191,22.256,21.307
"Jul 19, 2016",21.485,18.151,20.79,18.948
"Jul 27, 2016",21.723,18.703,20.767,19.542
"Aug 4, 2016",23.078,20.288,22.432,21.393
"Aug 12, 2016",22.452,20.812,22.411,21.753
"Aug 20, 2016",20.468,18.669,20.148,19.448
"Aug 28, 2016",22.989,21.18,23.098,21.884
"Sep 5, 2016",20.81,19.024,20.866,19.46
"Sep 13, 2016",22.742,21.799,22.072,20.339
"Sep 21, 2016",23.513,20.54,23.225,21.895
"Sep 29, 2016",23.279,21.712,23.014,22.418
"Oct 7, 2016",23.263,19.99,23.229,22.646
"Oct 15, 2016",22.671,20.897,22.054,23.281
"Oct 23, 2016",,18.793,,
"Oct 31, 2016",22.642,22.364,,
"Nov 8, 2016",22.907,20.75,,
"Nov 16, 2016",22.123,18.923,21.597,22.169
"Nov 24, 2016",22.46,22.141,23.816,
"Dec 2, 2016",19.963,,,
"Dec 10, 2016",,,,
"Dec 18, 2016",22.354,,,15.414
"Dec 26, 2016",,19.456,,
"Jan 1, 2017",22.86,19.873,20.899,21.657
"Jan 9, 2017",22.251,19.935,,
"Jan 17, 2017",21.96,21.269,21.751,
"Jan 25, 2017",23.107,21.057,20.77,20.714
"Feb 2, 2017",22.904,18.418,24.066,17.913
"Feb 10, 2017",20.621,18.768,,
"Feb 18, 2017",22.38,,,
"Feb 26, 2017",22.487,18.479,22.472,21.491
"Mar 6, 2017",,21.562,21.78,22.985
"Mar 14, 2017",,19.493,19.393,19.286
"Mar 22, 2017",21.646,20.909,20.208,21.266
"Mar 30, 2017",20.935,20.414,,22.144
"Apr 7, 2017",22.34,20.177,21.995,20.741
"Apr 15, 2017",23.839,21.359,,22.286
"Apr 23, 2017",21.01,20.188,21.006,21.149
"May 1, 2017",22.568,21.108,21.769,21.195
"May 9, 2017",22.227,19.733,22.347,20.095
"May 17, 2017",21.584,20.309,21.017,21.32
"May 25, 2017",22.05,20.236,21.865,19.318
"Jun 2, 2017",22.184,19.899,21.256,21.175
"Jun 10, 2017",22.27,19.46,21.281,20.591
"Jun 18, 2017",21.205,18.89,20.92,19.939
"Jun 26, 2017",21.621,18.168,20.496,19.225
"Jul 4, 2017",21.106,18.489,20.187,19.431
"Jul 12, 2017",19.716,17.243,18.794,17.561
"Jul 20, 2017",20.518,17.767,19.947,18.45
"Jul 28, 2017",21.494,18.336,21.262,19.364
"Aug 5, 2017",22.685,20.114,22.093,21.052
"Aug 13, 2017",22.827,20.116,22.275,20.871
"Aug 21, 2017",23.198,20.816,23.053,21.536
"Aug 29, 2017",23.922,21.581,23.646,22.942
"Sep 6, 2017",23.081,20.915,22.655,20.903
"Sep 14, 2017",22.396,21.73,22.598,22.061
"Sep 22, 2017",21.547,20.978,21.284,22.079
"Sep 30, 2017",22.829,21.377,23.873,22.842
"Oct 8, 2017",21.078,19.966,18.164,20.681
"Oct 16, 2017",22.613,21.993,22.473,22.631
"Oct 24, 2017",22.278,19.19,,20.89
"Nov 1, 2017",22.763,17.842,22.295,
"Nov 9, 2017",22.707,19.022,,
"Nov 17, 2017",22.489,,20.202,
"Nov 25, 2017",22.755,,23.119,
"Dec 3, 2017",22.221,,,
"Dec 11, 2017",21.862,19.276,22.57,21.285
"Dec 19, 2017",,,,
"Dec 27, 2017",,,,
"Jan 1, 2018",22.525,21.579,,
"Jan 9, 2018",24.447,19.332,21.905,21.347
"Jan 17, 2018",22.608,20.241,,21.851
"Jan 25, 2018",22.622,,,
"Feb 2, 2018",22.565,21.244,,22.687
"Feb 10, 2018",22.94,17.672,,19.318
"Feb 18, 2018",,,,
"Feb 26, 2018",22.57,21.474,,21.782
"Mar 6, 2018",,,,
"Mar 14, 2018",21.309,17.958,21.38,
"Mar 22, 2018",20.71,20.781,20.385,
"Mar 30, 2018",21.424,18.648,,
"Apr 7, 2018",21.015,20.088,,
"Apr 15, 2018",19.572,19.651,16.819,18.714
"Apr 23, 2018",23.457,21.339,23.376,22.237
"May 1, 2018",21.317,20.81,21.052,21.624
"May 9, 2018",22.813,20.471,22.948,21.949
"May 17, 2018",21.069,18.192,21.277,20.262
"May 25, 2018",22.338,20.465,21.824,21.674
"Jun 2, 2018",,,,
"Jun 10, 2018",21.006,18.474,20.79,19.811
"Jun 18, 2018",20.014,18.05,19.398,18.697
"Jun 26, 2018",20.911,18.408,20.189,19.23
"Jul 4, 2018",20.55,17.833,20.194,18.486
"Jul 12, 2018",20.276,18.722,20.206,19.553
"Jul 20, 2018",19.616,18.028,20.16,18.791
"Jul 28, 2018",21.814,19.992,22.073,20.853
"Aug 5, 2018",21.284,19.256,21.375,19.971
"Aug 13, 2018",22.415,19.609,23.017,21.264
"Aug 21, 2018",19.757,18.493,19.269,19.326
"Aug 29, 2018",19.894,19.293,20.654,19.542
"Sep 6, 2018",21.192,20.693,19.988,21
"Sep 14, 2018",21.17,19.42,22.934,19.864
"Sep 22, 2018",22.909,21.675,22.583,22.039
"Sep 30, 2018",22.75,20.59,23.571,22.284
"Oct 8, 2018",22.642,19.88,,22.974
"Oct 16, 2018",24.28,22.2,23.397,22.502
"Oct 24, 2018",21.669,21.172,22.453,22.569
"Nov 1, 2018",22.654,21.854,,
"Nov 9, 2018",,20.615,,
"Nov 17, 2018",,,,
"Nov 25, 2018",,,,
"Dec 3, 2018",21.921,20.499,21.47,20.07
"Dec 11, 2018",19.489,21.274,20.519,20.885
"Dec 19, 2018",,18.607,,20.544
"Dec 27, 2018",,,16.444,
